sex,employment,married,income,signal1,signal2,signal3,default,PD1,PD2,PD3
F,unemployed,0,0,0.30428585,0.48558024,0.69043714,0,0.30126497,0.27176097,0.20350024
F,employed,0,13840,0.89243215,0.68726718,0.0,0,0.042160917,0.037110526,0.063420005
F,employed,1,17970,0.0,0.0,0.34567282,0,0.050503906,0.0480933,0.055657875
M,student,1,0,0.88714314,0.029590223,0.76893842,1,0.13607834,0.32475102,0.173584
M,student,0,8632,0.90901822,0.40772474,0.49853489,0,0.035847068,0.06326366,0.05638094
F,unemployed,1,0,0.43150797,0.77611673,0.58550274,0,0.26696372,0.18562381,0.22690384
F,retired,1,3948,0.17741562,0.2371221,0.0,0,0.18385325,0.14027879,0.15378469
M,employed,1,8172,0.064153567,0.73196089,0.16561233,0,0.19873495,0.088890284,0.17966613
F,employed,1,5813,0.55234665,0.0,0.16491303,1,0.14832363,0.1603358,0.24613816
M,employed,1,7082,0.55451912,0.27373585,0.0,0,0.13591863,0.17437854,0.1554452
M,employed,0,21813,0.20938815,0.86085367,0.4306787,0,0.04040528,0.019771963,0.03084272
F,employed,1,14212,0.76614618,0.6974296,0.16214339,0,0.03850216,0.03318747,0.078446016
M,employed,1,7268,0.0,0.63243085,0.0026168937,0,0.13751325,0.10130982,0.14556018
M,unemployed,1,0,0.82584769,0.60503155,0.27985498,1,0.19093129,0.23840652,0.31641302
M,student,0,0,0.91344154,0.70405656,0.76808524,0,0.13111138,0.1558168,0.17244475
F,unemployed,1,7843,0.78768557,0.57656956,0.34920183,0,0.067846105,0.08843039,0.12511222
M,employed,1,15044,0.10884739,0.22854024,0.44152066,0,0.087225005,0.07546306,0.058222834
M,employed,1,10961,0.39166763,0.56059277,0.21390383,0,0.0985192,0.07269093,0.11778219
M,employed,1,10052,0.57156754,0.28134152,0.59844023,0,0.097133145,0.1299828,0.08638687
M,employed,1,17320,0.079493761,0.0,0.0,0,0.08148079,0.05194923,0.05537588
M,employed,0,9617,0.29817083,0.18835624,0.21948206,0,0.13460927,0.15775378,0.14587596
M,employed,0,20288,0.60813218,0.9700073,0.0,0,0.028847098,0.022808423,0.039513182
M,employed,1,16299,0.56646496,0.56050867,0.56171536,1,0.044401065,0.04135712,0.044757552
M,employed,1,47305,0.31368941,0.0,0.0,0,0.008427182,0.0091771595,0.0071052234
F,retired,0,3849,0.21577911,0.066458859,0.17363283,0,0.14539647,0.20802361,0.17720376
F,employed,1,43034,0.6995579,0.4575901,0.7412796,0,0.00966849,0.018734667,0.012724643
F,employed,1,8485,0.0,0.25824493,0.0,0,0.11228652,0.13481605,0.11386822
M,employed,0,35801,0.60638851,0.68007725,0.0,0,0.016083771,0.011710435,0.021400895
M,employed,0,18692,0.055344421,0.65103942,0.88938582,0,0.07448098,0.031522345,0.03034882
M,employed,1,6964,0.037640028,0.76102692,0.88934982,0,0.24289851,0.11669882,0.08732251
F,unemployed,1,0,0.71286857,0.0,0.072087489,1,0.18904229,0.24950142,0.37494364
M,employed,1,9594,0.59874851,0.0,0.67944139,0,0.081899725,0.10969636,0.07235217
M,employed,1,9508,0.66447651,0.0,0.26403087,0,0.07380443,0.10969636,0.13283864
F,employed,1,4380,0.52006537,0.50621104,0.64357489,0,0.17144214,0.17897291,0.13036194
F,employed,1,141465,0.69659317,0.10310602,0.35141465,0,0.0012164043,0.003528778,0.002245438
F,employed,1,12116,0.76669884,0.28242844,0.54954869,0,0.05167023,0.093848035,0.0680385
F,employed,0,8102,0.2515606,0.59183264,0.19164541,0,0.15404598,0.10451887,0.17459783
M,unemployed,1,0,0.28661454,0.37101683,0.11359268,0,0.2951555,0.28748006,0.377784
M,student,0,13269,0.98303097,0.39390129,0.30954501,0,0.023236886,0.041775446,0.04087457
M,student,0,4321,0.51282918,0.9988268,0.24930818,0,0.15251602,0.08214958,0.16418055
F,employed,1,6061,0.22458342,0.2383475,0.0,0,0.1833337,0.19871177,0.17858751
F,student,0,9495,0.80553716,0.93855351,0.85682762,0,0.03402734,0.030331992,0.030024346
M,unemployed,1,150715,0.55132425,0.67966211,0.11110926,0,0.0013570789,0.0010821724,0.0030068192
F,employed,0,5811,0.1825916,0.970523,0.0,0,0.25790706,0.0942494,0.1980069
F,employed,1,10490,0.54063362,0.59402424,0.18211879,1,0.08579034,0.07403701,0.13811006
F,unemployed,1,0,0.0,0.0,0.24338324,1,0.2549786,0.24950142,0.312188
M,employed,1,10092,0.60362118,0.35986376,0.56536484,0,0.083848126,0.12292871,0.09665461
M,unemployed,0,0,0.0,0.74128377,0.69588685,0,0.25269312,0.20584817,0.19637926
F,unemployed,1,6373,0.83456963,0.56226707,0.17772579,0,0.1063309,0.15605819,0.24988449
M,employed,0,15416,0.3600449,0.31626531,0.53450912,0,0.067634724,0.07653247,0.05438436
M,employed,1,6929,0.56049913,0.54235601,0.0,0,0.13114874,0.1421163,0.15940976
M,employed,1,12991,0.28893718,0.69797432,0.74548334,0,0.078147754,0.03951386,0.04165726
F,employed,1,101067,0.66006529,0.69768178,0.0,0,0.001347907,0.001048334,0.0018915604
F,employed,1,293585,0.15617667,0.57773852,0.0,0,0.0032747812,0.0010651915,0.0016950323
F,employed,1,25057,0.0,0.28744349,0.52500206,0,0.027159333,0.03138578,0.021448843
M,employed,1,20493,0.7531262,0.0,0.72426456,0,0.025116034,0.03448762,0.025978029
F,unemployed,0,0,0.66516018,0.57528913,0.44018713,0,0.19844456,0.24176076,0.27891907
M,unemployed,1,0,0.78801692,0.85036862,0.8485083,0,0.19055182,0.16039082,0.17190528
F,retired,0,2412,0.20208552,0.0,0.0,0,0.15005246,0.1424463,0.1503709
F,unemployed,0,19299,0.2453476,0.0,0.61613625,0,0.03265427,0.026252618,0.019282749
F,employed,1,5826,0.22977363,0.0,0.0,1,0.18427896,0.1603358,0.1764814
F,employed,1,10253,0.0,0.86047089,0.76554328,0,0.095643006,0.05797306,0.06663046
F,student,0,11753,0.85513252,0.92780751,0.17916216,0,0.02512166,0.023723645,0.05337188
F,retired,1,4043,0.0,0.22979715,0.0,0,0.13866247,0.14277364,0.15378469
F,student,0,0,0.95182085,0.84803188,0.90750003,0,0.124750815,0.1296888,0.12728262
M,retired,1,253567,0.20340714,0.069143765,0.22425716,0,0.0019529196,0.003246965,0.0014775046
F,retired,0,21215,0.0,0.0,0.25110409,0,0.019204408,0.019398225,0.017919676
M,employed,1,7434,0.86030465,0.40696323,0.76810098,1,0.08429865,0.15393396,0.09653324
M,employed,1,7197,0.57917213,0.53801411,0.5324288,0,0.1086219,0.12661567,0.12599416
F,employed,1,56547,0.093436487,0.20550896,0.51348734,0,0.010026015,0.0072271954,0.005214743
M,employed,1,13569,0.71004558,0.0,0.3296158,0,0.039733656,0.05690317,0.06966628
M,employed,1,7987,0.0,0.0,0.0,0,0.12527733,0.124541685,0.13181978
F,employed,1,7948,0.0,0.0,0.49791229,0,0.124084465,0.12456669,0.122637026
M,student,0,0,0.96818781,0.38989335,0.82172287,0,0.12102714,0.2268004,0.1420687
M,employed,1,9515,0.84561402,0.33581403,0.51848966,0,0.0669107,0.12222784,0.1062778
M,student,0,0,0.10757557,0.93485713,0.056969523,0,0.29928458,0.11782886,0.2849924
M,employed,1,6540,0.0,0.74507755,0.31585139,0,0.16570637,0.12852442,0.1730257
F,retired,1,3764,0.0,0.1460996,0.36956507,1,0.13094768,0.1629271,0.09028507
M,employed,1,11066,0.64124662,0.0,0.19955586,1,0.070844166,0.09242768,0.11916503
F,employed,0,8038,0.88503903,0.63219285,0.78920341,0,0.07963317,0.10210401,0.0846646
M,employed,0,11571,0.14181763,0.86290222,0.068780556,0,0.12201455,0.049258444,0.1331943
M,unemployed,1,8100,0.77158797,0.16146186,0.23501912,0,0.067088574,0.13968724,0.13381526
F,retired,0,116961,0.30419192,0.14214666,0.17345962,0,0.0015684068,0.002058668,0.0019143524
M,employed,1,8780,0.0,0.68475014,0.73928028,0,0.11814712,0.07693229,0.08266317
M,unemployed,1,0,0.0,0.45839903,0.0,0,0.25720546,0.27544063,0.2459389
M,employed,1,7254,0.53470063,0.5479753,0.62305421,0,0.12196817,0.119323984,0.091455
F,employed,1,6394,0.35826454,0.48300314,0.31060302,0,0.18334152,0.17538416,0.16988723
F,unemployed,1,8939,0.58967185,0.65593803,0.0,0,0.063847326,0.06650961,0.082140416
M,retired,0,7796,0.35946026,0.13862027,0.0012406954,0,0.055025578,0.09362957,0.08008283
F,student,0,0,0.93289763,0.13557532,0.89710975,0,0.11951673,0.25857696,0.12728262
F,student,0,35921,0.9100756,0.4799332,0.0,0,0.01072678,0.016954454,0.013134708
M,student,0,4067,0.2546989,0.471939,0.31131482,0,0.19295873,0.18068843,0.16892932
M,unemployed,0,0,0.0,0.58388931,0.0,0,0.25269312,0.23496367,0.24368985
F,retired,1,6639,0.0,0.24789254,0.32432082,0,0.093665205,0.089960374,0.0699438
M,employed,1,8717,0.86811984,0.59449852,0.0,0,0.07130692,0.090557076,0.12049573
F,retired,0,3454,0.27372405,0.00032200673,0.22088225,1,0.1463895,0.14566854,0.12764461
M,employed,1,9236,0.77090251,0.027504755,0.84541005,0,0.07216385,0.18925458,0.06072316
M,retired,0,6570,0.0,0.0,0.20298119,0,0.09887147,0.10450229,0.109058276
M,employed,0,9295,0.6002751,0.56103361,0.0,0,0.08668962,0.09383906,0.1209844
M,employed,0,26094,0.0,0.10095832,0.0056283893,0,0.031822246,0.04045081,0.049412712
M,employed,1,1000000,0.0,0.50418168,0.0,0,0.0022586456,0.0016120748,0.0016834802
M,student,0,0,0.0,0.8842501,0.85060829,0,0.17902431,0.13574187,0.13845012
M,employed,1,7983,0.59081882,0.0,0.6136933,0,0.09519404,0.1304334,0.0892529
M,employed,1,8516,0.47923723,0.0,0.0,1,0.11728807,0.11699995,0.12030377
M,employed,0,7659,0.50780112,0.81838024,0.82592052,1,0.13860984,0.09855453,0.09194331
M,student,0,0,0.71930194,0.0,0.24363065,0,0.15930706,0.185549,0.2247983
M,employed,1,10216,0.44090444,0.10694611,0.55212212,0,0.11102954,0.14556786,0.09296322
M,employed,0,15176,0.0,0.68884337,0.67020291,0,0.06116237,0.03709069,0.04207018
M,employed,1,7028,0.69980431,0.62979478,0.0,0,0.100958295,0.11022523,0.1554452
M,employed,0,6429,0.20805785,0.75852025,0.0,1,0.21714747,0.14780433,0.19389907
F,retired,1,7669,0.044599757,0.0,0.29479438,1,0.10807157,0.07825955,0.054928847
M,employed,1,51440,0.77096957,0.54726875,0.38506898,0,0.003723631,0.003190998,0.006326907
M,employed,0,10223,0.0,0.85138458,0.0,0,0.105681255,0.06368698,0.11133479
F,employed,1,9378,0.0,0.31073093,0.11864377,0,0.10309418,0.1233029,0.16482677
M,student,0,5924,0.85768902,0.85625005,0.7758317,0,0.0838758,0.09123241,0.10690741
M,unemployed,1,5395,0.4064014,0.0,0.57977933,1,0.19194394,0.17091721,0.15268081
F,student,0,0,0.0,0.86949563,0.97338903,0,0.18315956,0.14203583,0.119703546
M,employed,1,16731,0.61276901,0.56583941,0.38989735,0,0.039597962,0.040905923,0.05395551
M,employed,1,67561,0.75316226,0.65974247,0.65354741,0,0.0026477266,0.0023267162,0.0038940127
F,employed,1,5288,0.0,0.80845964,0.0,0,0.1673094,0.11957031,0.17581098
M,employed,0,15701,0.0,0.59355682,0.0,0,0.05933229,0.04663288,0.06566986
M,unemployed,1,21957,0.47158924,0.33705056,0.0,0,0.018883958,0.02521686,0.01966753
M,employed,1,27582,0.53275931,0.0065256404,0.29962632,0,0.021306807,0.047383808,0.036257137
F,employed,0,9109,0.0,0.50322688,0.0,1,0.11441432,0.10566312,0.11998505
F,unemployed,1,0,0.63951802,0.79409206,0.56073809,0,0.2114686,0.18292938,0.22738598
F,employed,1,8044,0.37453431,0.51122683,0.13574897,0,0.13336782,0.10989174,0.18165234
M,student,0,0,0.75636375,0.9540379,0.95806146,0,0.16186665,0.10926082,0.1327419
M,employed,0,10913,0.0,0.61757708,0.8576597,0,0.0945136,0.0700814,0.058208924
M,student,0,0,0.80488884,0.0,0.6039688,0,0.1579595,0.185549,0.179556
M,employed,1,17684,0.95074147,0.30441457,0.2247518,0,0.03338017,0.06503636,0.06831749
F,unemployed,1,0,0.094494604,0.52035081,0.0,1,0.39177456,0.2589907,0.24182822
M,unemployed,1,29078,0.27410477,0.64607084,0.56695342,0,0.021797087,0.011147109,0.015280899
M,employed,0,8766,0.0,0.62035352,0.49195278,0,0.12188444,0.09256953,0.12502816
M,employed,0,12392,0.56751293,0.5830074,0.62741119,0,0.07216243,0.061879802,0.049790524
F,retired,1,6794,0.23395877,0.0,0.15609625,0,0.09628969,0.096976146,0.124799185
M,employed,0,19691,0.73703694,0.18364179,0.64519382,0,0.028146805,0.05161371,0.027379384
M,employed,0,13601,0.37755182,0.59863657,0.6449526,0,0.073749624,0.04712064,0.039962772
F,employed,1,11564,0.11104932,0.55966359,0.53803349,0,0.112679034,0.06297202,0.07190926
F,employed,1,27949,0.55001348,0.0,0.14491405,0,0.0196059,0.027488858,0.038130116
F,unemployed,0,0,0.0,0.61450535,0.0,0,0.25919312,0.25529417,0.24686971
M,unemployed,1,0,0.0,0.80929476,0.72357953,0,0.25720546,0.18180317,0.2026739
M,employed,1,13345,0.55279303,0.22478513,0.11267956,0,0.05524112,0.080764085,0.09914653
M,employed,1,8240,0.25477949,0.62101388,0.0,0,0.14471444,0.091211386,0.12726583
M,unemployed,1,0,0.55965674,0.56188351,0.56932813,0,0.24069114,0.24484348,0.22766219
F,employed,1,11330,0.2853111,0.0,0.19091216,0,0.095681965,0.084229365,0.11455268
F,unemployed,1,10101,0.0,0.41266224,0.58163029,0,0.08514472,0.0928471,0.07325717
F,employed,1,9072,0.12963794,0.0,0.37035102,0,0.1555304,0.104225345,0.10387708
F,employed,1,8239,0.51283264,0.0,0.10748162,1,0.115651645,0.11621924,0.1838652
M,employed,1,13058,0.54734462,0.34070227,0.66790318,0,0.059198566,0.08022518,0.04368674
F,employed,1,8260,0.1111875,0.0,0.0,0,0.17567718,0.11293372,0.11635948
F,employed,1,29139,0.0,0.061071813,0.0,0,0.026872773,0.04037993,0.024575967
M,student,0,0,0.87365377,0.35059756,0.63128406,1,0.12708257,0.22418131,0.17728317
M,retired,1,1595,0.10659686,0.37245607,0.30307853,0,0.19732434,0.10265028,0.10518711
M,employed,1,74558,0.2843914,0.0,0.31139517,0,0.0020373845,0.0029510916,0.0024455404
M,unemployed,0,19980,0.0,0.672167,0.39360425,0,0.024497567,0.01718373,0.026682992
F,unemployed,1,14595,0.35365996,0.70856827,0.0,0,0.04588079,0.02675428,0.03944178
F,retired,0,4362,0.0,0.0077962591,0.3081888,0,0.12459408,0.19623195,0.09343239
F,employed,1,11843,0.59815276,0.25542092,0.90197754,0,0.057460666,0.093770616,0.040699236
F,employed,1,18959,0.58150655,0.99017602,0.0,0,0.032936506,0.041797202,0.04426475
M,student,0,0,0.95779836,0.15061083,0.95342195,0,0.1155665,0.25390708,0.1327419
F,employed,0,9847,0.3278617,0.0,0.087263972,1,0.13747825,0.11446905,0.18132049
M,employed,1,14777,0.0,0.19112943,0.17196566,0,0.058229733,0.079632536,0.084790505
F,student,0,0,0.6397261,0.60089099,0.96373546,0,0.17889544,0.21005358,0.13551775
F,retired,1,6092,0.27827317,0.0,0.15501207,1,0.100363925,0.10291201,0.12836911
M,employed,1,9515,0.83766031,0.0,0.67236978,1,0.06511534,0.10969636,0.07173295
M,employed,1,16574,0.047340263,0.5267483,0.0,1,0.08262118,0.048623376,0.05537588
M,employed,1,14232,0.98887169,0.0,0.7840386,0,0.03843275,0.056098614,0.035714105
F,employed,0,108574,0.22155586,0.78739291,0.27084121,0,0.0026003937,0.0011348948,0.00268531
M,employed,0,30897,0.72477752,0.59471142,0.0,0,0.018528735,0.016744256,0.026101226
M,employed,1,7658,0.0,0.16525926,0.34561646,0,0.13359502,0.1849966,0.14268231
M,employed,1,8437,0.69047618,0.41003561,0.32967937,0,0.078273445,0.12898977,0.13348058
F,employed,1,13162,0.058910768,0.91216218,0.58262551,0,0.09509595,0.039124217,0.04771199
M,employed,1,8078,0.65896034,0.84711856,0.0,0,0.08586779,0.07995889,0.13181978
M,retired,1,6891,0.14452162,0.33128443,0.30915406,0,0.1273232,0.068196215,0.06981736
F,student,0,0,0.58231503,0.89530838,0.77862853,0,0.18750022,0.1321095,0.16264123
M,student,0,4837,0.62976938,0.13895342,0.73022866,0,0.11966059,0.17179129,0.10977898
F,employed,1,15117,0.0,0.58950663,0.39581156,0,0.057959404,0.043563988,0.06042022
M,employed,0,172845,0.55674303,0.25895911,0.0,0,0.0012466718,0.0020294993,0.0017213057
M,employed,1,18728,0.53539824,0.0,0.0,0,0.036875747,0.043196153,0.047402054
M,employed,1,10995,0.0,0.0,0.0,0,0.08967948,0.09023388,0.09530086
M,retired,1,7108,0.0,0.2216613,0.30188078,0,0.08696875,0.08783515,0.068031095
M,student,1,93791,0.92974097,0.93279153,0.8711853,0,0.0014592529,0.0011454151,0.0021292365
F,retired,1,7604,0.10115431,0.16723409,0.0,0,0.10796689,0.09343576,0.0818883
M,employed,1,6812,0.45218334,0.54529482,0.0,1,0.18106906,0.14472513,0.1785427
F,employed,1,13931,0.87957281,0.0,0.011824853,0,0.038602922,0.053881273,0.0915966
F,employed,1,11369,0.2823337,0.63626289,0.0,0,0.095681965,0.05565364,0.08515806
M,employed,1,15310,0.0,0.55948216,0.18528727,0,0.058229733,0.048522666,0.084720165
F,employed,1,20755,0.9052543,0.0,0.0,0,0.023381473,0.030636424,0.03250304
M,retired,0,5371,0.21419974,0.21705373,0.0,0,0.11018967,0.10392099,0.11589111
M,employed,0,6090,0.82420433,0.0,0.0,0,0.1279364,0.17469892,0.19524322
M,student,0,0,0.93778014,0.87380397,0.7624988,0,0.10861394,0.13784583,0.16718543
F,employed,1,35501,0.0,0.62493998,0.59687328,0,0.022436094,0.0123514235,0.018529847
M,employed,1,8976,0.67922306,0.43929917,0.58481371,0,0.07344759,0.117318556,0.09239288
M,employed,1,9472,0.0,0.51909167,0.0,0,0.10769473,0.099267274,0.11141142
M,employed,1,6704,0.51970977,0.0,0.27565071,0,0.15404485,0.16535878,0.1902489
F,retired,0,4109,0.26174194,0.0,0.24392839,0,0.14866199,0.15221632,0.13215353
M,retired,1,110775,0.23535664,0.20727105,0.053809009,0,0.0016967051,0.001806884,0.0024600145
M,student,0,3981,0.51949388,0.10920142,0.98709071,0,0.1660203,0.22804639,0.1002369
F,employed,1,15685,0.41023809,0.53700399,0.81183761,1,0.05793279,0.052214026,0.033983767
M,student,0,3771,0.0,0.86606872,0.75361055,0,0.14514172,0.12346557,0.14177881
M,student,0,13513,0.1311342,0.0,0.17150949,0,0.045349866,0.030303884,0.04517741
M,employed,0,27615,0.79290104,0.30242541,0.35241124,0,0.021355992,0.043843698,0.03823745
F,employed,0,21497,0.0,0.18182355,0.089790247,0,0.03342759,0.043728102,0.050563045
M,employed,0,18298,0.0,0.56427878,0.89360148,0,0.0459406,0.037085112,0.027525216
M,employed,1,6675,0.0,0.60868514,0.048646789,0,0.16584039,0.1398617,0.27177837
F,unemployed,1,5716,0.34317997,0.14121237,0.0,0,0.18999667,0.23058863,0.17693461
M,employed,1,124068,0.71080416,0.21986482,0.6275627,0,0.0011830402,0.0022299732,0.0016323344
M,employed,1,10764,0.31243166,0.33481067,0.17723638,1,0.10512947,0.106543645,0.12655434
M,student,0,3512,0.74487221,0.87915862,0.98995256,0,0.13263862,0.12147293,0.09495404
F,retired,0,15347,0.25367463,0.0,0.0,0,0.031660944,0.03153263,0.032317482
F,student,0,0,0.0,0.93086421,0.9141984,0,0.18315956,0.12020023,0.1262371
M,student,0,0,0.2309128,0.89945102,0.84963524,0,0.22931752,0.12953787,0.13845012
M,employed,1,11968,0.26007673,0.49451113,0.62746632,0,0.09083698,0.074508674,0.04736044
M,employed,0,6803,0.54971135,0.67730135,0.10695765,1,0.15485075,0.1301113,0.2771432
M,student,0,0,0.79543209,0.90874839,0.98070109,0,0.15789658,0.13392289,0.11720774
F,unemployed,0,12878,0.0,0.10080224,0.8506906,0,0.04846478,0.07324594,0.030389069
F,employed,0,10093,0.71137816,0.0,0.56261772,1,0.077100866,0.11130548,0.10577673
M,employed,0,5711,0.65656549,0.054834366,0.6147486,0,0.14033028,0.27694702,0.13164753
M,unemployed,0,6232,0.58419496,0.0,0.51091033,0,0.14395553,0.16813274,0.17303038
M,employed,1,6279,0.097587094,0.50374621,0.56361276,0,0.27131507,0.16468999,0.14871003
F,employed,1,8687,0.61453283,0.73565608,0.10060679,0,0.08655577,0.083962865,0.17383868
M,unemployed,0,0,0.38202143,0.61300516,0.16157986,1,0.29625523,0.2385833,0.35033807
M,employed,1,22521,0.58939052,0.0,0.60508943,0,0.023389045,0.029533282,0.022233622
F,unemployed,1,0,0.0,0.14543737,0.95815951,0,0.2549786,0.32109544,0.16613878
M,unemployed,0,0,0.71292472,0.73971057,0.50456923,0,0.19128515,0.20584817,0.2562357
M,employed,1,8142,0.0,0.61518502,0.0,0,0.123952776,0.09936709,0.12832198
M,unemployed,0,0,0.027614946,0.080154032,0.4901945,0,0.40205997,0.37282524,0.26089808
M,employed,1,7259,0.59807229,0.27197817,0.93493533,0,0.106112316,0.1661091,0.08248272
F,employed,0,6087,0.50232655,0.0,0.52433151,0,0.18378948,0.17454547,0.15616113
F,employed,1,6217,0.0,0.39298049,0.50641108,0,0.1668764,0.18574837,0.14581716
M,employed,1,14693,0.0,0.606947,0.80182683,0,0.059121337,0.043388266,0.03981343
M,retired,0,16803,0.0,0.0,0.0,0,0.027780538,0.029894589,0.030282
F,employed,0,8129,0.62361127,0.0,0.0,0,0.101176254,0.12721412,0.13745715
F,employed,1,13200,0.68174624,0.5153839,0.61160636,0,0.04500346,0.058808446,0.042999268
M,student,0,4837,0.85677338,0.92964929,0.72507364,0,0.086394906,0.08171689,0.10977898
F,student,0,0,0.49239674,0.66577178,0.87176299,0,0.19951142,0.19099057,0.14785632
M,retired,1,10872,0.29709074,0.30101246,0.0,0,0.041725244,0.043809988,0.052472435
F,unemployed,1,6919,0.0,0.43270075,0.75940138,0,0.14233121,0.15293236,0.10630166
F,unemployed,1,27504,0.48497367,0.68157709,0.65657759,0,0.018275304,0.015342656,0.018808668
F,unemployed,1,0,0.72780442,0.0,0.055707853,1,0.18904229,0.24950142,0.38750058
M,employed,1,13656,0.43251926,0.51390958,0.88466448,0,0.059872456,0.053526614,0.0316294
M,employed,1,20154,0.730142,0.84448642,0.79928052,0,0.02433512,0.021080064,0.025322882
M,employed,0,5144,0.0,0.0,0.22539842,1,0.17611468,0.16977255,0.20666145
F,employed,1,5511,0.78396624,0.59484822,0.0,0,0.121366054,0.13819903,0.17581098
M,employed,1,35952,0.53141809,0.31751797,0.0,0,0.015956156,0.028035263,0.020261463
F,employed,0,15477,0.37308705,0.0,0.21324754,0,0.06694095,0.06038828,0.08079519
M,employed,1,16442,0.0,0.77096558,0.85039854,0,0.051752653,0.031825375,0.031048782
M,student,0,4017,0.74262691,0.068025924,0.44756427,0,0.13876066,0.26219973,0.15608928
F,employed,1,23576,0.76724213,0.28749269,0.24775086,0,0.017152367,0.030553926,0.03070836
F,unemployed,0,0,0.0,0.69865251,0.68245482,0,0.25919312,0.22123304,0.20350024
